159,455, 0, 93, 30, 33, 135, 180
167,419, 0, 93, 30, 33, 135, 173
181,384, 0, 93, 30, 33, 135, 166
197,348, 0, 93, 30, 33, 135, 159
234,300, 0, 93, 30, 33, 135, 150
263,270, 0, 93, 30, 33, 135, 143
288,239, 0, 93, 30, 33, 135, 136
330,214, 0, 93, 30, 33, 135, 129
375,188, 0, 93, 30, 33, 135, 120
418,178, 0, 93, 30, 33, 135, 113
448,174, 0, 93, 30, 33, 135, 108
490,167, 0, 93, 30, 33, 135, 101
531,163, 0, 93, 30, 33, 135, 94
564,163, 0, 93, 30, 33, 135, 87
604,173, 0, 93, 30, 33, 135, 80
641,187, 0, 93, 30, 33, 135, 73
675,202, 0, 93, 30, 33, 135, 66
712,215, 0, 93, 30, 33, 135, 59
750,247, 0, 93, 30, 33, 135, 50
772,275, 0, 93, 30, 33, 135, 43
799,296, 0, 93, 30, 33, 135, 36
828,332, 0, 93, 30, 33, 135, 29
849,373, 0, 93, 30, 33, 135, 22
866,402, 0, 93, 30, 33, 135, 15
867,414, 0, 93, 30, 33, 135, 8
884,477, 0, 93, 30, 33, 135, 1
